,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1859501605,6ED5BE25,2016-337T23,23,1,17,0,
1859505205,6ED5CC35,2016-338T00,18,0,30,0,
1859508805,6ED5DA45,2016-338T01,23,0,20,0,
1859512405,6ED5E855,2016-338T02,21,0,29,0,
1859516005,6ED5F665,2016-338T03,18,0,30,0,
1859519605,6ED60475,2016-338T04,31,0,21,0,
1859523205,6ED61285,2016-338T05,21,0,30,0,
1859526805,6ED62095,2016-338T06,25,0,24,0,
1859530405,6ED62EA5,2016-338T07,15,1,27,0,
1859534005,6ED63CB5,2016-338T08,15,0,21,0,
1859537605,6ED64AC5,2016-338T09,20,0,18,0,
1859541205,6ED658D5,2016-338T10,16,0,25,1,
1859544805,6ED666E5,2016-338T11,21,0,21,0,
1859548405,6ED674F5,2016-338T12,1007,1,996,2,
1859552005,6ED68305,2016-338T13,802,1,765,2,PERIAPSIS
1859555605,6ED69115,2016-338T14,44,0,52,0,
1859559205,6ED69F25,2016-338T15,19,0,23,1,
1859562805,6ED6AD35,2016-338T16,9,0,25,1,
1859566405,6ED6BB45,2016-338T17,21,0,25,0,
1859570005,6ED6C955,2016-338T18,28,1,30,1,
1859573605,6ED6D765,2016-338T19,19,1,15,0,
1859577205,6ED6E575,2016-338T20,23,0,24,0,
1859580805,6ED6F385,2016-338T21,20,1,24,0,
1859584405,6ED70195,2016-338T22,24,0,18,0,
1859588005,6ED70FA5,2016-338T23,23,0,18,0,
1859591605,6ED71DB5,2016-339T00,20,0,26,0,
1859595205,6ED72BC5,2016-339T01,21,0,27,0,
1859598805,6ED739D5,2016-339T02,25,0,18,0,
1859602405,6ED747E5,2016-339T03,20,0,26,0,
1859606005,6ED755F5,2016-339T04,19,0,24,1,
1859609605,6ED76405,2016-339T05,26,0,24,0,
1859613205,6ED77215,2016-339T06,25,0,16,0,
1859616805,6ED78025,2016-339T07,24,0,20,0,
1859620405,6ED78E35,2016-339T08,25,0,31,0,
1859624005,6ED79C45,2016-339T09,21,0,19,0,
1859627605,6ED7AA55,2016-339T10,23,0,27,1,
1859631205,6ED7B865,2016-339T11,18,0,28,0,
1859634805,6ED7C675,2016-339T12,23,1,23,0,
1859638405,6ED7D485,2016-339T13,25,0,21,0,
1859642005,6ED7E295,2016-339T14,17,0,21,0,
1859645605,6ED7F0A5,2016-339T15,19,0,18,0,
1859649205,6ED7FEB5,2016-339T16,18,0,23,0,
1859652805,6ED80CC5,2016-339T17,24,0,24,0,
1859656405,6ED81AD5,2016-339T18,22,0,21,1,
1859660005,6ED828E5,2016-339T19,22,0,24,1,
1859663605,6ED836F5,2016-339T20,23,0,13,0,
1859667205,6ED84505,2016-339T21,15,0,21,0,
1859670805,6ED85315,2016-339T22,25,0,17,0,
1859674405,6ED86125,2016-339T23,22,0,21,0,
1859678005,6ED86F35,2016-340T00,21,0,18,0,
1859681605,6ED87D45,2016-340T01,27,0,20,0,
1859685205,6ED88B55,2016-340T02,26,1,31,0,
1859688805,6ED89965,2016-340T03,26,0,19,0,
1859692405,6ED8A775,2016-340T04,24,0,24,0,
1859696005,6ED8B585,2016-340T05,12,0,32,1,
1859699605,6ED8C395,2016-340T06,25,0,16,1,
1859703205,6ED8D1A5,2016-340T07,20,0,20,0,
1859706805,6ED8DFB5,2016-340T08,18,0,22,0,
1859710405,6ED8EDC5,2016-340T09,19,2,18,0,
1859714005,6ED8FBD5,2016-340T10,31,0,19,0,
1859717605,6ED909E5,2016-340T11,20,0,28,0,
1859721205,6ED917F5,2016-340T12,40,0,25,0,
1859724805,6ED92605,2016-340T13,32,0,28,0,
1859728405,6ED93415,2016-340T14,31,0,23,0,
1859732005,6ED94225,2016-340T15,30,0,24,0,
1859735605,6ED95035,2016-340T16,33,0,19,0,
1859739205,6ED95E45,2016-340T17,38,2,20,0,
1859742805,6ED96C55,2016-340T18,48,0,27,1,
1859746405,6ED97A65,2016-340T19,40,0,17,0,
1859750005,6ED98875,2016-340T20,42,0,25,0,
1859753605,6ED99685,2016-340T21,0,0,1,0,
1859757205,6ED9A495,2016-340T22,35,0,25,0,
1859760805,6ED9B2A5,2016-340T23,0,0,9,0,
1859764405,6ED9C0B5,2016-341T00,41,0,21,0,
1859768005,6ED9CEC5,2016-341T01,44,0,20,0,
1859771605,6ED9DCD5,2016-341T02,46,0,16,1,
1859775205,6ED9EAE5,2016-341T03,40,1,20,0,
1859778805,6ED9F8F5,2016-341T04,43,0,16,0,
1859782405,6EDA0705,2016-341T05,39,0,12,0,
1859786005,6EDA1515,2016-341T06,49,0,11,0,
1859789605,6EDA2325,2016-341T07,47,0,19,0,
1859793205,6EDA3135,2016-341T08,41,0,15,0,
1859796805,6EDA3F45,2016-341T09,36,0,12,0,
1859800405,6EDA4D55,2016-341T10,37,0,9,0,
1859804005,6EDA5B65,2016-341T11,44,1,9,0,
1859807605,6EDA6975,2016-341T12,42,0,10,1,
1859811205,6EDA7785,2016-341T13,41,0,5,0,
1859814805,6EDA8595,2016-341T14,40,0,14,0,
1859818405,6EDA93A5,2016-341T15,45,0,19,0,
1859822005,6EDAA1B5,2016-341T16,41,0,17,0,
1859825605,6EDAAFC5,2016-341T17,42,0,9,0,
1859829205,6EDABDD5,2016-341T18,48,0,22,0,
1859832805,6EDACBE5,2016-341T19,44,0,12,2,
1859836405,6EDAD9F5,2016-341T20,49,0,16,0,
1859840005,6EDAE805,2016-341T21,33,0,9,0,
1859843605,6EDAF615,2016-341T22,37,0,19,0,
1859847205,6EDB0425,2016-341T23,36,0,17,0,
1859850805,6EDB1235,2016-342T00,31,0,16,0,
1859854405,6EDB2045,2016-342T01,40,0,14,0,
1859858005,6EDB2E55,2016-342T02,34,0,15,0,
1859861605,6EDB3C65,2016-342T03,34,0,20,1,APOAPSIS
1859865205,6EDB4A75,2016-342T04,33,0,14,0,
1859868805,6EDB5885,2016-342T05,35,0,17,0,
1859872405,6EDB6695,2016-342T06,38,0,11,0,
1859876005,6EDB74A5,2016-342T07,40,0,18,0,
1859879605,6EDB82B5,2016-342T08,37,0,12,0,
1859883205,6EDB90C5,2016-342T09,39,0,10,0,
1859886805,6EDB9ED5,2016-342T10,36,0,8,0,
1859890405,6EDBACE5,2016-342T11,28,0,7,0,
1859894005,6EDBBAF5,2016-342T12,39,0,15,0,
1859897605,6EDBC905,2016-342T13,35,0,18,0,
1859901205,6EDBD715,2016-342T14,33,1,20,0,
1859904805,6EDBE525,2016-342T15,35,0,13,0,
1859908405,6EDBF335,2016-342T16,30,0,22,0,
1859912005,6EDC0145,2016-342T17,31,0,16,0,
1859915605,6EDC0F55,2016-342T18,39,0,14,0,
1859919205,6EDC1D65,2016-342T19,37,0,21,0,
1859922805,6EDC2B75,2016-342T20,38,0,13,1,
1859926405,6EDC3985,2016-342T21,33,0,12,0,
1859930005,6EDC4795,2016-342T22,38,1,17,0,
1859933605,6EDC55A5,2016-342T23,39,0,17,0,
1859937205,6EDC63B5,2016-343T00,33,0,11,0,
1859940805,6EDC71C5,2016-343T01,38,0,16,0,
1859944405,6EDC7FD5,2016-343T02,37,0,18,0,
1859948005,6EDC8DE5,2016-343T03,26,0,14,0,
1859951605,6EDC9BF5,2016-343T04,32,0,12,0,
1859955205,6EDCAA05,2016-343T05,36,0,17,0,
1859958805,6EDCB815,2016-343T06,38,0,19,0,
1859962405,6EDCC625,2016-343T07,38,0,15,0,
1859966005,6EDCD435,2016-343T08,24,0,22,1,
1859969605,6EDCE245,2016-343T09,38,0,14,0,
1859973205,6EDCF055,2016-343T10,35,1,17,0,
1859976805,6EDCFE65,2016-343T11,33,0,16,0,
1859980405,6EDD0C75,2016-343T12,34,0,17,0,
1859984005,6EDD1A85,2016-343T13,35,1,20,0,
1859987605,6EDD2895,2016-343T14,34,0,15,0,
1859991205,6EDD36A5,2016-343T15,34,1,20,0,
1859994805,6EDD44B5,2016-343T16,43,0,10,0,
1859998405,6EDD52C5,2016-343T17,40,0,19,1,
1860002005,6EDD60D5,2016-343T18,35,0,13,0,
1860005605,6EDD6EE5,2016-343T19,40,1,13,0,
1860009205,6EDD7CF5,2016-343T20,35,0,19,0,
1860012805,6EDD8B05,2016-343T21,38,0,16,0,
1860016405,6EDD9915,2016-343T22,26,0,17,0,
1860020005,6EDDA725,2016-343T23,35,0,13,0,
1860023605,6EDDB535,2016-344T00,33,0,19,2,
1860027205,6EDDC345,2016-344T01,32,0,32,1,
1860030805,6EDDD155,2016-344T02,36,0,18,0,
1860034405,6EDDDF65,2016-344T03,32,0,29,0,
1860038005,6EDDED75,2016-344T04,33,0,23,0,
1860041605,6EDDFB85,2016-344T05,28,0,11,1,
1860045205,6EDE0995,2016-344T06,37,0,15,0,
1860048805,6EDE17A5,2016-344T07,38,0,9,0,
1860052405,6EDE25B5,2016-344T08,36,1,12,0,
1860056005,6EDE33C5,2016-344T09,34,2,17,0,
1860059605,6EDE41D5,2016-344T10,36,1,13,0,
1860063205,6EDE4FE5,2016-344T11,46,0,13,0,
1860066805,6EDE5DF5,2016-344T12,39,0,13,0,
1860070405,6EDE6C05,2016-344T13,34,0,11,0,
1860074005,6EDE7A15,2016-344T14,35,0,11,0,
1860077605,6EDE8825,2016-344T15,40,1,17,0,
1860081205,6EDE9635,2016-344T16,43,0,16,0,
1860084805,6EDEA445,2016-344T17,41,0,17,0,
1860088405,6EDEB255,2016-344T18,37,0,22,0,
1860092005,6EDEC065,2016-344T19,37,1,18,0,
1860095605,6EDECE75,2016-344T20,38,0,15,0,
1860099205,6EDEDC85,2016-344T21,38,1,16,0,
1860102805,6EDEEA95,2016-344T22,43,0,13,0,
1860106405,6EDEF8A5,2016-344T23,40,0,14,1,
1860110005,6EDF06B5,2016-345T00,38,2,15,0,
1860113605,6EDF14C5,2016-345T01,38,0,21,1,
1860117205,6EDF22D5,2016-345T02,39,0,17,0,
1860120805,6EDF30E5,2016-345T03,36,0,24,2,
1860124405,6EDF3EF5,2016-345T04,39,0,27,0,
1860128005,6EDF4D05,2016-345T05,30,0,20,0,
1860131605,6EDF5B15,2016-345T06,38,0,18,0,
1860135205,6EDF6925,2016-345T07,32,0,29,0,
1860138805,6EDF7735,2016-345T08,32,0,22,0,
1860142405,6EDF8545,2016-345T09,33,0,22,0,
1860146005,6EDF9355,2016-345T10,36,0,20,0,
1860149605,6EDFA165,2016-345T11,33,0,17,0,
1860153205,6EDFAF75,2016-345T12,30,0,16,0,
1860156805,6EDFBD85,2016-345T13,31,0,24,1,
1860160405,6EDFCB95,2016-345T14,44,0,28,0,
1860164005,6EDFD9A5,2016-345T15,28,0,10,1,
1860167605,6EDFE7B5,2016-345T16,606,2,543,2,
1860171205,6EDFF5C5,2016-345T17,777,2,809,0,PERIAPSIS
1860174805,6EE003D5,2016-345T18,456,2,351,2,
1860178405,6EE011E5,2016-345T19,32,0,23,3,
1860182005,6EE01FF5,2016-345T20,41,0,19,0,
1860185605,6EE02E05,2016-345T21,31,0,15,0,
1860189205,6EE03C15,2016-345T22,43,0,24,0,
1860192805,6EE04A25,2016-345T23,42,0,23,0,
1860196405,6EE05835,2016-346T00,35,1,15,0,
1860200005,6EE06645,2016-346T01,31,0,23,0,
1860203605,6EE07455,2016-346T02,35,1,19,0,
1860207205,6EE08265,2016-346T03,38,0,21,0,
1860210805,6EE09075,2016-346T04,32,0,20,0,
1860214405,6EE09E85,2016-346T05,48,0,18,0,
1860218005,6EE0AC95,2016-346T06,26,0,29,1,
1860221605,6EE0BAA5,2016-346T07,36,0,22,0,
1860225205,6EE0C8B5,2016-346T08,29,0,21,0,
1860228805,6EE0D6C5,2016-346T09,39,0,21,1,
1860232405,6EE0E4D5,2016-346T10,35,0,21,2,
1860236005,6EE0F2E5,2016-346T11,36,0,26,0,
1860239605,6EE100F5,2016-346T12,34,0,18,0,
1860243205,6EE10F05,2016-346T13,44,1,19,0,
1860246805,6EE11D15,2016-346T14,31,0,25,0,
1860250405,6EE12B25,2016-346T15,30,0,20,0,
1860254005,6EE13935,2016-346T16,22,1,18,0,
1860257605,6EE14745,2016-346T17,27,1,22,0,
1860261205,6EE15555,2016-346T18,14,0,19,0,
1860264805,6EE16365,2016-346T19,31,0,15,0,
1860268405,6EE17175,2016-346T20,17,0,25,0,
1860272005,6EE17F85,2016-346T21,15,0,17,0,
1860275605,6EE18D95,2016-346T22,25,0,18,0,
1860279205,6EE19BA5,2016-346T23,24,0,21,0,
1860282805,6EE1A9B5,2016-347T00,19,0,17,0,
1860286405,6EE1B7C5,2016-347T01,26,1,23,1,
1860290005,6EE1C5D5,2016-347T02,17,0,24,0,
1860293605,6EE1D3E5,2016-347T03,13,0,19,0,
1860297205,6EE1E1F5,2016-347T04,20,0,32,2,
1860300805,6EE1F005,2016-347T05,18,0,25,0,
1860304405,6EE1FE15,2016-347T06,21,0,24,1,
1860308005,6EE20C25,2016-347T07,21,0,21,2,
1860311605,6EE21A35,2016-347T08,23,0,28,0,
1860315205,6EE22845,2016-347T09,16,0,16,0,
1860318805,6EE23655,2016-347T10,24,0,26,0,
1860322405,6EE24465,2016-347T11,22,0,23,0,
1860326005,6EE25275,2016-347T12,24,0,40,0,
1860329605,6EE26085,2016-347T13,19,0,28,0,
1860333205,6EE26E95,2016-347T14,18,0,24,1,
1860336805,6EE27CA5,2016-347T15,20,0,17,0,
1860340405,6EE28AB5,2016-347T16,21,0,30,0,
1860344005,6EE298C5,2016-347T17,22,0,19,0,
1860347605,6EE2A6D5,2016-347T18,22,0,24,0,
1860351205,6EE2B4E5,2016-347T19,16,0,23,0,
1860354805,6EE2C2F5,2016-347T20,10,0,18,0,
1860358405,6EE2D105,2016-347T21,17,0,19,1,
1860362005,6EE2DF15,2016-347T22,13,0,25,0,
1860365605,6EE2ED25,2016-347T23,12,0,22,0,
1860369205,6EE2FB35,2016-348T00,14,0,23,1,
1860372805,6EE30945,2016-348T01,11,0,21,1,
1860376405,6EE31755,2016-348T02,15,0,20,0,
1860380005,6EE32565,2016-348T03,16,0,29,0,
1860383605,6EE33375,2016-348T04,16,0,16,0,
1860387205,6EE34185,2016-348T05,9,1,26,1,
1860390805,6EE34F95,2016-348T06,14,0,17,1,
1860394405,6EE35DA5,2016-348T07,11,0,17,0,
1860398005,6EE36BB5,2016-348T08,11,0,25,0,
1860401605,6EE379C5,2016-348T09,13,0,22,0,
1860405205,6EE387D5,2016-348T10,19,0,21,0,
1860408805,6EE395E5,2016-348T11,19,1,24,1,
1860412405,6EE3A3F5,2016-348T12,13,0,26,1,
1860416005,6EE3B205,2016-348T13,19,0,25,1,
1860419605,6EE3C015,2016-348T14,13,0,26,1,
1860423205,6EE3CE25,2016-348T15,15,0,18,0,
1860426805,6EE3DC35,2016-348T16,8,0,14,0,
1860430405,6EE3EA45,2016-348T17,12,0,20,0,
1860434005,6EE3F855,2016-348T18,23,0,23,0,
1860437605,6EE40665,2016-348T19,9,0,12,0,
1860441205,6EE41475,2016-348T20,22,0,19,0,
1860444805,6EE42285,2016-348T21,11,0,15,0,
1860448405,6EE43095,2016-348T22,10,0,13,0,
1860452005,6EE43EA5,2016-348T23,13,1,20,0,
1860455605,6EE44CB5,2016-349T00,5,0,4,0,
1860459205,6EE45AC5,2016-349T01,15,1,16,0,
1860462805,6EE468D5,2016-349T02,11,0,10,0,
1860466405,6EE476E5,2016-349T03,10,0,13,1,
1860470005,6EE484F5,2016-349T04,8,1,10,0,
1860473605,6EE49305,2016-349T05,15,0,10,0,
1860477205,6EE4A115,2016-349T06,15,0,16,0,
1860480805,6EE4AF25,2016-349T07,11,0,23,0,APOAPSIS
1860484405,6EE4BD35,2016-349T08,17,1,14,0,
1860488005,6EE4CB45,2016-349T09,17,0,11,0,
1860491605,6EE4D955,2016-349T10,22,0,19,3,
1860495205,6EE4E765,2016-349T11,14,0,12,0,
1860498805,6EE4F575,2016-349T12,5,0,21,2,
1860502405,6EE50385,2016-349T13,11,0,24,0,
1860506005,6EE51195,2016-349T14,8,0,10,0,
1860509605,6EE51FA5,2016-349T15,13,0,11,0,
1860513205,6EE52DB5,2016-349T16,9,0,26,0,
1860516805,6EE53BC5,2016-349T17,9,0,8,0,
1860520405,6EE549D5,2016-349T18,11,0,10,0,
1860524005,6EE557E5,2016-349T19,9,0,15,0,
1860527605,6EE565F5,2016-349T20,12,0,15,0,
1860531205,6EE57405,2016-349T21,11,1,10,0,
1860534805,6EE58215,2016-349T22,14,0,10,0,
1860538405,6EE59025,2016-349T23,21,0,15,1,
1860542005,6EE59E35,2016-350T00,15,0,11,0,
1860545605,6EE5AC45,2016-350T01,11,0,14,1,
1860549205,6EE5BA55,2016-350T02,12,0,17,0,
1860552805,6EE5C865,2016-350T03,11,0,11,0,
1860556405,6EE5D675,2016-350T04,20,0,14,0,
1860560005,6EE5E485,2016-350T05,14,0,20,0,
1860563605,6EE5F295,2016-350T06,14,0,17,1,
1860567205,6EE600A5,2016-350T07,14,0,22,1,
1860570805,6EE60EB5,2016-350T08,12,0,16,0,
1860574405,6EE61CC5,2016-350T09,16,0,19,0,
1860578005,6EE62AD5,2016-350T10,18,0,9,0,
1860581605,6EE638E5,2016-350T11,13,1,13,0,
1860585205,6EE646F5,2016-350T12,17,2,26,0,
1860588805,6EE65505,2016-350T13,16,0,13,0,
1860592405,6EE66315,2016-350T14,14,1,28,1,
1860596005,6EE67125,2016-350T15,10,0,6,0,
1860599605,6EE67F35,2016-350T16,7,0,15,1,
1860603205,6EE68D45,2016-350T17,6,0,17,0,
1860606805,6EE69B55,2016-350T18,12,0,15,0,
1860610405,6EE6A965,2016-350T19,16,0,20,0,
1860614005,6EE6B775,2016-350T20,20,0,21,0,
1860617605,6EE6C585,2016-350T21,8,0,22,0,
1860621205,6EE6D395,2016-350T22,20,0,28,0,
1860624805,6EE6E1A5,2016-350T23,8,0,16,0,
1860628405,6EE6EFB5,2016-351T00,15,0,12,0,
1860632005,6EE6FDC5,2016-351T01,13,0,28,0,
1860635605,6EE70BD5,2016-351T02,19,0,17,0,
1860639205,6EE719E5,2016-351T03,13,0,18,0,
1860642805,6EE727F5,2016-351T04,7,0,17,0,
1860646405,6EE73605,2016-351T05,11,0,31,4,
1860650005,6EE74415,2016-351T06,14,0,29,0,
1860653605,6EE75225,2016-351T07,12,1,19,0,
1860657205,6EE76035,2016-351T08,15,0,25,0,
1860660805,6EE76E45,2016-351T09,23,0,18,0,
1860664405,6EE77C55,2016-351T10,8,0,15,0,
1860668005,6EE78A65,2016-351T11,16,0,17,0,
1860671605,6EE79875,2016-351T12,20,0,14,0,
1860675205,6EE7A685,2016-351T13,20,1,19,0,
1860678805,6EE7B495,2016-351T14,11,0,34,0,
1860682405,6EE7C2A5,2016-351T15,17,0,30,3,
1860686005,6EE7D0B5,2016-351T16,12,0,27,0,
1860689605,6EE7DEC5,2016-351T17,18,0,23,0,
1860693205,6EE7ECD5,2016-351T18,7,0,3,0,
1860696805,6EE7FAE5,2016-351T19,9,0,8,0,
1860700405,6EE808F5,2016-351T20,15,0,26,0,
1860704005,6EE81705,2016-351T21,15,0,33,1,
1860707605,6EE82515,2016-351T22,13,0,20,0,
1860711205,6EE83325,2016-351T23,7,0,9,0,
1860714805,6EE84135,2016-352T00,20,0,14,0,
1860718405,6EE84F45,2016-352T01,8,0,25,0,
1860722005,6EE85D55,2016-352T02,15,0,24,0,
1860725605,6EE86B65,2016-352T03,13,1,20,0,
1860729205,6EE87975,2016-352T04,10,0,15,0,
1860732805,6EE88785,2016-352T05,16,0,20,0,
1860736405,6EE89595,2016-352T06,14,0,18,0,
1860740005,6EE8A3A5,2016-352T07,13,0,22,0,
1860743605,6EE8B1B5,2016-352T08,11,0,27,0,
1860747205,6EE8BFC5,2016-352T09,15,0,24,0,
1860750805,6EE8CDD5,2016-352T10,12,0,26,0,
1860754405,6EE8DBE5,2016-352T11,14,0,13,0,
1860758005,6EE8E9F5,2016-352T12,11,0,17,0,
1860761605,6EE8F805,2016-352T13,19,0,15,0,
1860765205,6EE90615,2016-352T14,17,0,8,0,
1860768805,6EE91425,2016-352T15,17,0,11,0,
1860772405,6EE92235,2016-352T16,10,0,21,0,
1860776005,6EE93045,2016-352T17,6,0,8,0,
1860779605,6EE93E55,2016-352T18,11,0,15,1,
1860783205,6EE94C65,2016-352T19,12,1,5,0,
1860786805,6EE95A75,2016-352T20,443,0,461,2,
1860790405,6EE96885,2016-352T21,606,0,588,3,PERIAPSIS
1860794005,6EE97695,2016-352T22,520,1,517,0,
1860797605,6EE984A5,2016-352T23,9,0,25,0,
1860801205,6EE992B5,2016-353T00,19,0,21,0,
1860804805,6EE9A0C5,2016-353T01,12,0,33,0,
1860808405,6EE9AED5,2016-353T02,12,0,17,0,
1860812005,6EE9BCE5,2016-353T03,20,0,14,0,
1860815605,6EE9CAF5,2016-353T04,21,0,18,0,
1860819205,6EE9D905,2016-353T05,16,0,17,0,
1860822805,6EE9E715,2016-353T06,15,0,20,0,
1860826405,6EE9F525,2016-353T07,15,0,23,0,
1860830005,6EEA0335,2016-353T08,22,0,21,1,
1860833605,6EEA1145,2016-353T09,22,0,18,0,
1860837205,6EEA1F55,2016-353T10,13,0,12,0,
1860840805,6EEA2D65,2016-353T11,20,0,20,0,
1860844405,6EEA3B75,2016-353T12,12,0,14,0,
1860848005,6EEA4985,2016-353T13,32,7,26,1,
1860851605,6EEA5795,2016-353T14,11,0,25,0,
1860855205,6EEA65A5,2016-353T15,16,0,20,0,
1860858805,6EEA73B5,2016-353T16,20,0,28,1,
1860862405,6EEA81C5,2016-353T17,10,0,27,0,
1860866005,6EEA8FD5,2016-353T18,6,0,19,0,
1860869605,6EEA9DE5,2016-353T19,13,0,20,0,
1860873205,6EEAABF5,2016-353T20,8,0,20,0,
1860876805,6EEABA05,2016-353T21,6,0,25,0,
1860880405,6EEAC815,2016-353T22,16,0,21,0,
1860884005,6EEAD625,2016-353T23,18,0,27,4,
1860887605,6EEAE435,2016-354T00,18,0,26,0,
1860891205,6EEAF245,2016-354T01,17,0,22,1,
1860894805,6EEB0055,2016-354T02,14,0,23,0,
1860898405,6EEB0E65,2016-354T03,9,0,20,0,
1860902005,6EEB1C75,2016-354T04,2,0,4,1,
1860905605,6EEB2A85,2016-354T05,17,0,12,0,
1860909205,6EEB3895,2016-354T06,9,0,17,0,
1860912805,6EEB46A5,2016-354T07,15,1,8,0,
1860916405,6EEB54B5,2016-354T08,15,0,14,1,
1860920005,6EEB62C5,2016-354T09,11,1,19,0,
1860923605,6EEB70D5,2016-354T10,12,1,26,1,
1860927205,6EEB7EE5,2016-354T11,13,0,9,0,
1860930805,6EEB8CF5,2016-354T12,16,0,16,0,
1860934405,6EEB9B05,2016-354T13,15,0,12,0,
1860938005,6EEBA915,2016-354T14,7,0,12,0,
1860941605,6EEBB725,2016-354T15,21,1,13,0,
1860945205,6EEBC535,2016-354T16,14,0,9,0,
1860948805,6EEBD345,2016-354T17,17,0,12,0,
1860952405,6EEBE155,2016-354T18,15,0,11,0,
1860956005,6EEBEF65,2016-354T19,11,0,19,0,
1860959605,6EEBFD75,2016-354T20,18,1,9,0,
1860963205,6EEC0B85,2016-354T21,14,1,14,0,
1860966805,6EEC1995,2016-354T22,10,1,18,0,
1860970405,6EEC27A5,2016-354T23,9,0,11,0,
1860974005,6EEC35B5,2016-355T00,25,0,16,0,
1860977605,6EEC43C5,2016-355T01,18,0,15,0,
1860981205,6EEC51D5,2016-355T02,18,0,7,0,
1860984805,6EEC5FE5,2016-355T03,13,0,15,0,
1860988405,6EEC6DF5,2016-355T04,24,3,20,0,
1860992005,6EEC7C05,2016-355T05,13,0,9,0,
1860995605,6EEC8A15,2016-355T06,17,0,24,0,
1860999205,6EEC9825,2016-355T07,28,1,15,0,
1861002805,6EECA635,2016-355T08,20,0,23,1,
1861006405,6EECB445,2016-355T09,18,0,31,0,
1861010005,6EECC255,2016-355T10,17,0,17,0,
1861013605,6EECD065,2016-355T11,9,0,17,0,
1861017205,6EECDE75,2016-355T12,14,0,14,0,
1861020805,6EECEC85,2016-355T13,28,1,13,0,
1861024405,6EECFA95,2016-355T14,20,0,9,0,
1861028005,6EED08A5,2016-355T15,19,0,13,1,
1861031605,6EED16B5,2016-355T16,18,1,13,0,
1861035205,6EED24C5,2016-355T17,21,0,10,0,
1861038805,6EED32D5,2016-355T18,12,0,11,0,
1861042405,6EED40E5,2016-355T19,6,0,10,0,
1861046005,6EED4EF5,2016-355T20,15,1,19,0,
1861049605,6EED5D05,2016-355T21,13,1,11,0,
1861053205,6EED6B15,2016-355T22,21,0,19,0,
1861056805,6EED7925,2016-355T23,12,0,9,0,
1861060405,6EED8735,2016-356T00,15,1,14,1,
1861064005,6EED9545,2016-356T01,17,0,10,0,
1861067605,6EEDA355,2016-356T02,14,0,15,0,
1861071205,6EEDB165,2016-356T03,14,0,18,0,
1861074805,6EEDBF75,2016-356T04,17,0,26,0,
1861078405,6EEDCD85,2016-356T05,22,0,12,1,
1861082005,6EEDDB95,2016-356T06,13,0,13,0,
1861085605,6EEDE9A5,2016-356T07,13,0,23,0,
1861089205,6EEDF7B5,2016-356T08,13,1,19,0,
1861092805,6EEE05C5,2016-356T09,18,1,13,0,
1861096405,6EEE13D5,2016-356T10,16,0,24,0,
1861100005,6EEE21E5,2016-356T11,15,0,21,0,APOAPSIS
1861103605,6EEE2FF5,2016-356T12,11,0,11,0,
1861107205,6EEE3E05,2016-356T13,19,0,13,0,
1861110805,6EEE4C15,2016-356T14,12,0,16,0,
1861114405,6EEE5A25,2016-356T15,12,0,11,0,
1861118005,6EEE6835,2016-356T16,16,0,11,0,
1861121605,6EEE7645,2016-356T17,25,2,13,1,
1861125205,6EEE8455,2016-356T18,19,2,13,1,
1861128805,6EEE9265,2016-356T19,14,0,11,0,
1861132405,6EEEA075,2016-356T20,7,0,2,0,
1861136005,6EEEAE85,2016-356T21,11,0,16,0,
1861139605,6EEEBC95,2016-356T22,9,0,21,0,
1861143205,6EEECAA5,2016-356T23,14,0,20,0,
1861146805,6EEED8B5,2016-357T00,1,0,0,0,
1861150405,6EEEE6C5,2016-357T01,9,0,19,0,
1861154005,6EEEF4D5,2016-357T02,8,2,9,0,
1861157605,6EEF02E5,2016-357T03,12,0,6,0,
1861161205,6EEF10F5,2016-357T04,17,1,21,0,
1861164805,6EEF1F05,2016-357T05,11,0,15,0,
1861168405,6EEF2D15,2016-357T06,19,1,18,0,
1861172005,6EEF3B25,2016-357T07,14,0,24,0,
1861175605,6EEF4935,2016-357T08,15,1,17,0,
1861179205,6EEF5745,2016-357T09,22,0,28,1,
1861182805,6EEF6555,2016-357T10,21,1,20,0,
1861186405,6EEF7365,2016-357T11,11,0,14,0,
1861190005,6EEF8175,2016-357T12,14,0,32,0,
1861193605,6EEF8F85,2016-357T13,21,1,20,0,
1861197205,6EEF9D95,2016-357T14,10,0,19,0,
1861200805,6EEFABA5,2016-357T15,18,0,28,0,
1861204405,6EEFB9B5,2016-357T16,24,1,18,0,
1861208005,6EEFC7C5,2016-357T17,15,2,30,0,
1861211605,6EEFD5D5,2016-357T18,11,0,24,0,
1861215205,6EEFE3E5,2016-357T19,20,0,16,0,
1861218805,6EEFF1F5,2016-357T20,15,0,12,0,
1861222405,6EF00005,2016-357T21,18,2,21,0,
1861226005,6EF00E15,2016-357T22,15,0,14,0,
1861229605,6EF01C25,2016-357T23,17,0,25,0,
1861233205,6EF02A35,2016-358T00,9,0,23,0,
1861236805,6EF03845,2016-358T01,29,1,13,0,
1861240405,6EF04655,2016-358T02,15,0,20,0,
1861244005,6EF05465,2016-358T03,11,0,21,0,
1861247605,6EF06275,2016-358T04,19,0,18,1,
1861251205,6EF07085,2016-358T05,15,1,18,0,
1861254805,6EF07E95,2016-358T06,15,0,14,0,
1861258405,6EF08CA5,2016-358T07,14,0,23,0,
